method,budget_id,budget,portfolio_rank,portfolio_signature,selected_asset_count,selected_asset_keys,total_upgrade_cost,reconstructed_upgrade_cost,budget_utilization,feasibility,native_master_energy,master_runtime_seconds,master_backend,recourse_evaluator,trace_path,system_trace_id,heldout_critical_ens,heldout_total_ens,heldout_critical_load_served_fraction,heldout_max_fraction_customers_unserved_per_hour,heldout_critical_infrastructure_outage_hours,heldout_contingency_count
QCi global budget master V2,slsqp_selected_cost,4532906.712497371,8,7a3444a40267a50e0daf,11,"[""ieee123_opendss::100::bess"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::16::pv"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::48::bess"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::bess"", ""ieee123_opendss::6::bess"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::76::bess"", ""ieee123_opendss::87::dispatchable_generation""]",2901500.656284038,2901500.656284038,0.6400971474406271,True,-1.2269772,2800.8344675840344,QCi Dirac-3 sample-hamiltonian,ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/slsqp_selected_cost__6cf4a5dde4__rank_08__7a3444a40267a50e0daf.json,system-012fe358f9d086779834,1155.0,1793.0,0.37567567567567567,0.7435530085959885,160.0,10
QCi global budget master V2,slsqp_selected_cost,4532906.712497371,9,5dc75ae2050a9f6455c3,11,"[""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::pv"", ""ieee123_opendss::48::pv"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::bess"", ""ieee123_opendss::6::bess"", ""ieee123_opendss::73::pv"", ""ieee123_opendss::76::pv"", ""ieee123_opendss::87::bess""]",2500473.4035504763,2500473.4035504763,0.5516269277407783,True,-1.2579687,999.0240975001361,QCi Dirac-3 sample-hamiltonian,ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/slsqp_selected_cost__6cf4a5dde4__rank_09__5dc75ae2050a9f6455c3.json,system-e6a8a40ee8fbde6cfa8e,375.0,1013.0,0.7972972972972973,0.5200573065902578,100.0,10
QCi global budget master V2,slsqp_selected_cost,4532906.712497371,10,29fc7dbcaaeca5db50d6,11,"[""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::113::pv"", ""ieee123_opendss::16::pv"", ""ieee123_opendss::28::bess"", ""ieee123_opendss::48::pv"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::pv"", ""ieee123_opendss::76::pv"", ""ieee123_opendss::87::pv""]",2422056.352047543,2422056.352047543,0.5343274207187751,True,-1.5819213,2800.8344675840344,QCi Dirac-3 sample-hamiltonian,ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/slsqp_selected_cost__6cf4a5dde4__rank_10__29fc7dbcaaeca5db50d6.json,system-c01bee7e97e0abf66219,255.0,893.0,0.8621621621621621,0.48567335243553006,60.0,10
QCi global budget master V2,post_slsqp_catalog_step,5149457.112497372,1,384f2e6830c8570c3a06,11,"[""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::113::pv"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::bess"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::bess""]",2232118.256284038,2232118.256284038,0.4334667145526552,True,-1.1807215,5087.401613707887,QCi Dirac-3 sample-hamiltonian,ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/post_slsqp_catalog_step__6cf4a5dde4__rank_01__384f2e6830c8570c3a06.json,system-15c9508e4f43ef388497,335.0,973.0,0.8189189189189189,0.5085959885386819,80.0,10
QCi global budget master V2,post_slsqp_catalog_step,5149457.112497372,2,ff8aa89c35476501aee0,11,"[""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::pv"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::bess"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::pv"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::bess""]",2256783.5688521145,2256783.5688521145,0.43825660055990345,True,-3.8191054,5791.399093708955,QCi Dirac-3 sample-hamiltonian,ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/post_slsqp_catalog_step__6cf4a5dde4__rank_02__ff8aa89c35476501aee0.json,system-e24530043efad024ce7d,315.0,953.0,0.8297297297297297,0.502865329512894,80.0,10
QCi global budget master V2,post_slsqp_catalog_step,5149457.112497372,3,68a0fc3a03447798f5c8,11,"[""ieee123_opendss::100::bess"", ""ieee123_opendss::113::bess"", ""ieee123_opendss::16::bess"", ""ieee123_opendss::28::bess"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::pv"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::dispatchable_generation""]",2373931.892213029,2373931.892213029,0.46100624596943673,True,-1.5581892,2036.8526407079771,QCi Dirac-3 sample-hamiltonian,ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/post_slsqp_catalog_step__6cf4a5dde4__rank_03__68a0fc3a03447798f5c8.json,system-70b1d8760aa366815605,535.0,1173.0,0.7108108108108108,0.5659025787965616,140.0,10
QCi global budget master V2,post_slsqp_catalog_step,5149457.112497372,4,a806e7aff905232e78a0,11,"[""ieee123_opendss::100::pv"", ""ieee123_opendss::113::pv"", ""ieee123_opendss::16::pv"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::bess"", ""ieee123_opendss::6::pv"", ""ieee123_opendss::73::bess"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::dispatchable_generation""]",2298729.789207162,2298729.789207162,0.44640235640147496,True,-1.3858137,5791.399093708955,QCi Dirac-3 sample-hamiltonian,ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/post_slsqp_catalog_step__6cf4a5dde4__rank_04__a806e7aff905232e78a0.json,system-9b40ede3ca426239d4a2,355.0,993.0,0.8081081081081081,0.5143266475644699,90.0,10
QCi global budget master V2,post_slsqp_catalog_step,5149457.112497372,5,4deba89d7a72141194d7,11,"[""ieee123_opendss::100::bess"", ""ieee123_opendss::113::pv"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::bess"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::bess"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::bess"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::pv""]",2453654.876639086,2453654.876639086,0.4764880691372761,True,-2.596756,2036.8526407079771,QCi Dirac-3 sample-hamiltonian,ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/post_slsqp_catalog_step__6cf4a5dde4__rank_05__4deba89d7a72141194d7.json,system-653cfd13bdcf53c86e07,595.0,1233.0,0.6783783783783783,0.5830945558739254,150.0,10
QCi global budget master V2,post_slsqp_catalog_step,5149457.112497372,6,45af5420f067276c191e,11,"[""ieee123_opendss::100::pv"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::16::pv"", ""ieee123_opendss::28::pv"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::bess"", ""ieee123_opendss::73::pv"", ""ieee123_opendss::76::pv"", ""ieee123_opendss::87::dispatchable_generation""]",2271878.8616451053,2271878.8616451053,0.4411880343913176,True,-1.2629172,5791.399093708955,QCi Dirac-3 sample-hamiltonian,ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/post_slsqp_catalog_step__6cf4a5dde4__rank_06__45af5420f067276c191e.json,system-f77222621d588d4d1658,195.0,833.0,0.8945945945945946,0.4684813753581662,50.0,10
QCi global budget master V2,post_slsqp_catalog_step,5149457.112497372,7,c2ca362ed96dae13897b,11,"[""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::16::bess"", ""ieee123_opendss::28::pv"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::pv"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::pv"", ""ieee123_opendss::76::bess"", ""ieee123_opendss::87::bess""]",2515054.589207162,2515054.589207162,0.4884116003419663,True,-2.0811281,2036.8526407079771,QCi Dirac-3 sample-hamiltonian,ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/post_slsqp_catalog_step__6cf4a5dde4__rank_07__c2ca362ed96dae13897b.json,system-c57ab16f324b313cc1f8,580.0,1218.0,0.6864864864864865,0.5787965616045845,90.0,10
QCi global budget master V2,post_slsqp_catalog_step,5149457.112497372,8,c50d09d7946988be3394,11,"[""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::113::bess"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::48::bess"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::76::pv"", ""ieee123_opendss::87::dispatchable_generation""]",2546903.6520828954,2546903.6520828954,0.49459653638084267,True,-8.6611948,5087.401613707887,QCi Dirac-3 sample-hamiltonian,ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/post_slsqp_catalog_step__6cf4a5dde4__rank_08__c50d09d7946988be3394.json,system-5a1b4306db9ca2b99e32,670.0,1308.0,0.6378378378378379,0.6045845272206304,90.0,10
QCi global budget master V2,post_slsqp_catalog_step,5149457.112497372,9,9fac008e49b76abd46bf,11,"[""ieee123_opendss::100::pv"", ""ieee123_opendss::113::bess"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::pv"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::bess"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::pv"", ""ieee123_opendss::73::pv"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::pv""]",2467293.465846248,2467293.465846248,0.47913661808315666,True,-2.9778371,5087.401613707887,QCi Dirac-3 sample-hamiltonian,ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/post_slsqp_catalog_step__6cf4a5dde4__rank_09__9fac008e49b76abd46bf.json,system-dfa3c59f5a9d48d1ab57,430.0,1068.0,0.7675675675675676,0.5358166189111748,80.0,10
QCi global budget master V2,post_slsqp_catalog_step,5149457.112497372,10,3db7ecac9e39738ab682,11,"[""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::113::pv"", ""ieee123_opendss::16::pv"", ""ieee123_opendss::28::pv"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::bess"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::pv"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::76::bess"", ""ieee123_opendss::87::dispatchable_generation""]",2604849.7892071623,2604849.7892071623,0.5058493997134911,True,-2.0963356,2036.8526407079771,QCi Dirac-3 sample-hamiltonian,ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/post_slsqp_catalog_step__6cf4a5dde4__rank_10__3db7ecac9e39738ab682.json,system-85d0961ecad868b37915,635.0,1273.0,0.6567567567567567,0.5945558739255015,70.0,10
QCi global budget master V2,qci_selected_cost,5602175.318543635,1,8bb0c790688f3e794755,11,"[""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::pv"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::dispatchable_generation""]",2057651.8203550477,2057651.8203550477,0.3672951493581539,True,-8.3438435,5835.1017101251055,QCi Dirac-3 sample-hamiltonian,ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/qci_selected_cost__6cf4a5dde4__rank_01__8bb0c790688f3e794755.json,system-05b3ac788f533c57e416,135.0,773.0,0.927027027027027,0.4512893982808023,30.0,10
QCi global budget master V2,qci_selected_cost,5602175.318543635,2,b834c330a1d5e7021892,11,"[""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::113::bess"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::bess"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::pv""]",2220915.820355048,2220915.820355048,0.3964381144952112,True,-1.3305609,1284.2957424579654,QCi Dirac-3 sample-hamiltonian,ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/qci_selected_cost__6cf4a5dde4__rank_02__b834c330a1d5e7021892.json,system-744d084c471113eb1fa1,335.0,973.0,0.8189189189189189,0.5085959885386819,90.0,10
QCi global budget master V2,qci_selected_cost,5602175.318543635,3,a84c65cc06dc81c8e85d,11,"[""ieee123_opendss::100::pv"", ""ieee123_opendss::113::pv"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::bess"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::pv"", ""ieee123_opendss::73::bess"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::dispatchable_generation""]",2294560.332923124,2294560.332923124,0.4095838138674367,True,-4.9400258,1284.2957424579654,QCi Dirac-3 sample-hamiltonian,ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/qci_selected_cost__6cf4a5dde4__rank_03__a84c65cc06dc81c8e85d.json,system-399984703c915b8204ee,375.0,1013.0,0.7972972972972973,0.5200573065902578,90.0,10
QCi global budget master V2,qci_selected_cost,5602175.318543635,4,9b48e578cf8d9239a3f6,11,"[""ieee123_opendss::100::pv"", ""ieee123_opendss::113::bess"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::pv"", ""ieee123_opendss::69::bess"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::bess"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::dispatchable_generation""]",2381969.2634556955,2381969.2634556955,0.425186490606817,True,-3.6131215,5835.1017101251055,QCi Dirac-3 sample-hamiltonian,ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/qci_selected_cost__6cf4a5dde4__rank_04__9b48e578cf8d9239a3f6.json,system-0d83a3cba15d69a68c4b,435.0,1073.0,0.7648648648648648,0.5372492836676218,120.0,10
QCi global budget master V2,qci_selected_cost,5602175.318543635,5,20cbf42449a3c7bb22dc,11,"[""ieee123_opendss::100::bess"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::bess"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::bess"", ""ieee123_opendss::69::bess"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::bess"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::dispatchable_generation""]",2644272.0,2644272.0,0.4720080771566099,True,-6.6402168,5610.904437124962,QCi Dirac-3 sample-hamiltonian,ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/qci_selected_cost__6cf4a5dde4__rank_05__20cbf42449a3c7bb22dc.json,system-189f2f1e05927f5610e6,810.0,1448.0,0.5621621621621622,0.6446991404011462,170.0,10
QCi global budget master V2,qci_selected_cost,5602175.318543635,6,9354310934e0007d52ec,11,"[""ieee123_opendss::100::pv"", ""ieee123_opendss::113::pv"", ""ieee123_opendss::16::pv"", ""ieee123_opendss::28::pv"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::pv"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::bess"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::dispatchable_generation""]",2257787.9604498288,2257787.9604498288,0.4030198685457728,True,-1.8861859,1284.2957424579654,QCi Dirac-3 sample-hamiltonian,ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/qci_selected_cost__6cf4a5dde4__rank_06__9354310934e0007d52ec.json,system-be58844cb13b76d3a348,195.0,833.0,0.8945945945945946,0.4684813753581662,50.0,10
QCi global budget master V2,qci_selected_cost,5602175.318543635,7,0db89c6dd0baea76a93a,11,"[""ieee123_opendss::100::pv"", ""ieee123_opendss::113::bess"", ""ieee123_opendss::16::pv"", ""ieee123_opendss::28::pv"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::pv"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::76::pv"", ""ieee123_opendss::87::dispatchable_generation""]",2272833.3694320763,2272833.3694320763,0.4057055054862031,True,-4.2023726,5835.1017101251055,QCi Dirac-3 sample-hamiltonian,ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/qci_selected_cost__6cf4a5dde4__rank_07__0db89c6dd0baea76a93a.json,system-7ff8bec3d0f020068424,215.0,853.0,0.8837837837837837,0.47421203438395415,60.0,10
QCi global budget master V2,qci_selected_cost,5602175.318543635,8,f7c6bc6a595467b77ac8,11,"[""ieee123_opendss::100::bess"", ""ieee123_opendss::113::bess"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::pv"", ""ieee123_opendss::48::pv"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::bess""]",2424241.967041524,2424241.967041524,0.4327322565249065,True,-5.2304611,5835.1017101251055,QCi Dirac-3 sample-hamiltonian,ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/qci_selected_cost__6cf4a5dde4__rank_08__f7c6bc6a595467b77ac8.json,system-d9d66c4a5338fa80fda5,415.0,1053.0,0.7756756756756756,0.5315186246418339,110.0,10
QCi global budget master V2,qci_selected_cost,5602175.318543635,9,778870300e97d46ec960,11,"[""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::16::bess"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::bess"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::pv"", ""ieee123_opendss::73::bess"", ""ieee123_opendss::76::pv"", ""ieee123_opendss::87::bess""]",2607173.144295924,2607173.144295924,0.4653858538960711,True,-7.8474636,5610.904437124962,QCi Dirac-3 sample-hamiltonian,ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/qci_selected_cost__6cf4a5dde4__rank_09__778870300e97d46ec960.json,system-1f5d2a77f5ea904091a2,630.0,1268.0,0.6594594594594595,0.5931232091690545,120.0,10
QCi global budget master V2,qci_selected_cost,5602175.318543635,10,9d0b3ea0662d353128d1,11,"[""ieee123_opendss::100::pv"", ""ieee123_opendss::113::pv"", ""ieee123_opendss::16::pv"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::48::bess"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::pv"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::bess"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::dispatchable_generation""]",2598771.317349181,2598771.317349181,0.46388611023061815,True,-3.1830735,5835.1017101251055,QCi Dirac-3 sample-hamiltonian,ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/qci_selected_cost__6cf4a5dde4__rank_10__9d0b3ea0662d353128d1.json,system-93b8f3da75046fb6d039,710.0,1348.0,0.6162162162162163,0.6160458452722063,90.0,10
exact MILP or CP-SAT upgrade master,minimum_feasible_islanding,2032032.0,1,dc9a6950e48e0da4f02b,11,"[""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::dispatchable_generation""]",2032032.0,2032032.0,1.0,True,-1.3058808939180302,0.0016609590966254473,scipy.optimize.milp (HiGHS exact binary master),ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/minimum_feasible_islanding__6d64e40a0b__rank_01__dc9a6950e48e0da4f02b.json,system-ed5a654d8282a5b3d94c,135.0,773.0,0.927027027027027,0.4512893982808023,30.0,10
SLSQP/IPOPT relaxation,minimum_feasible_islanding,2032032.0,1,dc9a6950e48e0da4f02b,11,"[""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::dispatchable_generation""]",2032032.0,2032032.0,1.0,True,-1.3058808939180302,0.004079125123098493,scipy.optimize.minimize(SLSQP) relaxation + hard-feasible projection,ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/minimum_feasible_islanding__3b703f40df__rank_01__dc9a6950e48e0da4f02b.json,system-d27a6e567c3fc7fba275,135.0,773.0,0.927027027027027,0.4512893982808023,30.0,10
classical Benders master,minimum_feasible_islanding,2032032.0,1,dc9a6950e48e0da4f02b,11,"[""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::dispatchable_generation""]",2032032.0,2032032.0,1.0,True,-1.3058808939180302,0.0018973329570144415,HiGHS binary master with eight aggregated scenario optimality cuts,ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/minimum_feasible_islanding__7d9e61fe7b__rank_01__dc9a6950e48e0da4f02b.json,system-61a859fb026550e3acf0,135.0,773.0,0.927027027027027,0.4512893982808023,30.0,10
greedy cost-benefit portfolio selection,minimum_feasible_islanding,2032032.0,1,dc9a6950e48e0da4f02b,11,"[""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::dispatchable_generation""]",2032032.0,2032032.0,1.0,True,-1.3058808939180302,0.0008112920913845301,deterministic cost-benefit greedy with hard-feasible repair,ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/minimum_feasible_islanding__c33f0b61c0__rank_01__dc9a6950e48e0da4f02b.json,system-371d917f8b6bc06c81a0,135.0,773.0,0.927027027027027,0.4512893982808023,30.0,10
GPU random portfolio search,minimum_feasible_islanding,2032032.0,1,dc9a6950e48e0da4f02b,11,"[""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::dispatchable_generation""]",2032032.0,2032032.0,1.0,True,-1.3058808939180302,0.8010256250854582,NumPy vector search (no CUDA device available),ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/minimum_feasible_islanding__f5c9766df0__rank_01__dc9a6950e48e0da4f02b.json,system-bab1fc99833a69d0c67f,135.0,773.0,0.927027027027027,0.4512893982808023,30.0,10
